Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Matthew Beck,49,13165.68,0,5.49,9,2/10/2010 17:43,"29322 Linda Via Martinside, IA 14495",Taylor-Cain,0
Donna Good,37,12713.9,0,9.15,8,11/23/2009 17:54,USNV Hill FPO AE 43418,"Alexander, Goodwin and Johnson",0
Sarah Flores,40,11527.08,1,5.04,8,11/17/2007 9:06,USNV Morgan FPO AE 62096-4614,"Cervantes, Rice and Strickland",0
Joshua Kirby,54,8375.73,1,4.42,7,10/24/2007 3:45,"5079 Cole Circle New Patriciaton, CT 49306-7555",Moore-Johnson,0
Keith Robertson,41,11968.78,0,5.08,6,11/21/2010 12:52,"52601 Burns Lane West Courtney, TN 00410-3545",Spencer Group,0
Dustin Dodson,48,7761.2,0,7.02,9,1/12/2011 13:52,USNV Villanueva FPO AE 89160-6979,"Serrano, Moss and Bass",0
Frances Jenkins,32,6367.22,1,2.84,10,1/3/2015 18:57,"80428 Harris Islands Ethanfurt, CT 42032-8161",Boyd-King,0
Deborah Meyer,44,7599.36,1,6.41,6,1/10/2008 11:48,"47051 Luna Mission North Susanchester, MH 55279-4332",Smith Group,0
Latasha Schwartz,40,7642.2,0,5.04,9,11/11/2007 17:05,"90098 Lloyd Drive North Johnside, AR 39045-5361",Chambers-Wyatt,0
Ashley Jacobs,38,11621.67,1,6.11,9,7/6/2013 19:20,"018 Mark Centers Suite 973 Mckinneyland, VT 26361-8406",Williamson-Walker,0
Michael Brown,47,9365.92,1,4.37,5,6/10/2013 21:51,"4972 Michael Village Suite 788 West Rachelstad, NH 04946-6243","Smith, Diaz and Warren",0
Darlene Cain,29,12711.15,0,5.74,7,8/10/2011 21:19,"33852 Susan Pine Apt. 606 Lake Spencer, KY 80977",Velasquez PLC,0
Abigail Gonzalez,55,8243.28,0,3.54,6,1/9/2014 19:52,"325 Lawrence Crossing Suite 269 South Josephhaven, OK 53193-5178",Nelson PLC,0
Christina Martin,51,10269.97,1,4.85,8,8/9/2007 12:55,"43807 Barnes Bridge Lake Richardport, AR 10206-6207","Carroll, Green and Jones",0
Robert Adams,38,13366.66,1,5.64,7,6/10/2008 21:06,"675 David Bypass Suite 331 West Andrea, VA 63193",Powers Ltd,0
Megan Avila,40,12401.58,1,5.75,9,11/18/2013 16:25,Unit 6546 Box 3116 DPO AE 29548,"Roberts, Edwards and Young",0
Ann White,43,8950.33,0,6.76,9,6/25/2008 0:45,"91968 Pena Stream Apt. 094 New Justin, GU 24101",Hancock LLC,0
Dr. Lauren Brown,41,10806.13,1,4,6,1/27/2010 13:34,"964 Long Road Suite 539 New Sharonmouth, ID 56171-3878",Morales PLC,0
Shane Jones,38,7713.12,1,5.41,9,2/15/2016 15:45,"PSC 2239, Box 8378 APO AA 67843",Wise Inc,0
Amanda Moore,40,12455.75,1,6.64,9,1/3/2010 6:33,"356 Vickie Vista North Michaelstad, WA 26856","Green, Jackson and Green",0
Daniel Thompson,33,7492.9,0,6.71,7,10/13/2009 17:35,"243 Laura Gateway Mitchellport, FL 53705-6256",Maldonado-Goodwin,0
Andrew Moreno,43,12068.39,1,3.59,7,3/28/2008 21:32,"60669 Rivera Lights Suite 982 Michaelside, AK 96751",Williams Group,0
Catherine Lucas,40,7837.67,1,5.66,11,5/18/2009 15:10,"979 Joel Run Suite 561 Darlenetown, WA 27272",Andrade-Cook,0
Natalie Williams,45,9721.59,0,3.43,9,7/24/2006 16:11,"5605 Dunn Union Suite 923 Shanefort, IL 28178-4110",Nguyen Ltd,0
Mark Gordon,41,10028.23,1,5.52,9,11/25/2007 17:41,"56171 Hunt Fall Herreratown, OR 59549",Cole-Johnson,0
Mrs. Ashley Guerra,34,10466.56,0,5.34,7,11/7/2016 8:01,"3314 Lisa Row Suite 484 Port Stephanieview, KY 15941-8359",Garza PLC,0
Emily Roberson,36,12879.7,0,4.7,9,7/8/2013 19:24,"41199 Welch Stravenue Apt. 518 South Crystalshire, IA 58998-2407",Clements-Summers,0
Matthew Lane,49,13078.28,1,4.06,8,2/22/2008 10:20,"59446 Kaufman Trace East Josephburgh, HI 36514","Carter, Brown and Richards",0
Darren Brown,49,11584.59,1,4.84,6,5/28/2010 21:29,"080 Amber Village Apt. 472 Schroederbury, AZ 32357",Hall PLC,0
Alyssa Harper DDS,45,9874.69,1,2.41,9,9/4/2006 7:20,"63593 Hector Mission South Williambury, IA 79862-2416",Garza-Alexander,0
Jennifer Wood,48,11585.16,0,4.61,9,3/13/2012 3:24,Unit 5568 Box 1967 DPO AE 15638,"Gray, Campbell and Chandler",0
Taylor Grant,39,10643.67,0,5.54,10,5/16/2015 14:20,Unit 2836 Box 5288 DPO AP 28958-4427,Barnett-Herrera,0
Ryan Brown,34,12397.49,0,4.93,9,1/24/2016 10:04,"91641 Wright Views Stephenstad, MT 83238-3650","Gutierrez, Garcia and Miller",0
Peggy Allison,40,10780.71,1,5.33,9,3/12/2016 23:44,"913 David Mall Hooperburgh, MT 76387",Nelson-Murray,0
Douglas Acosta,40,8801.13,0,7.52,6,5/26/2016 20:27,"81459 Sarah Brook Suite 370 Lake Michael, MA 20035-7310","Clayton, Ferrell and Gaines",0
Victoria Hughes,45,7325.93,1,6,6,5/16/2009 11:03,"0918 Taylor Trail Apt. 385 West Caleb, ND 20637-7455","Douglas, Briggs and Sawyer",0
Michael Knox,36,7342.14,0,5.51,8,10/8/2015 18:55,"0115 Carter Camp Suite 403 New Andreashire, OK 92778",Scott and Sons,0
Laura Wright,37,12154.25,1,5.15,6,6/17/2015 23:25,"9534 Dodson Streets North James, TX 66878","Cunningham, Jackson and Schultz",0
Alexandra Phillips,32,9472.72,1,1,10,3/26/2009 5:25,"078 Ortega Vista Lake Gabriella, OK 18890-5973","Smith, Harris and Black",0
Lori Medina,39,3676.68,1,3.52,9,7/16/2008 11:36,"PSC 1874, Box 9238 APO AP 68299","Garcia, Hansen and Austin",0
